age,income,tenure_months,monthly_charges,total_charges,has_internet,has_online_security,has_online_backup,has_device_protection,has_tech_support,has_streaming_tv,has_streaming_movies,has_phone,has_multiple_lines,num_support_calls,num_complaints,avg_call_duration_min,nps_score,data_usage_gb,minutes_used,sms_sent,competitor_price_diff,last_interaction_days,churned,contract_1-year,contract_2-year,contract_Month-to-month,payment_Bank transfer,payment_Credit card,payment_Electronic check,payment_Mailed check,zip_code_encoded,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,num_services,has_streaming,charge_per_service,data_per_month,calls_per_month,sms_per_month,is_new_customer,is_long_term,approx_ltv,zip_region
36.83881507036642,50744.74930768024,14.01103017801456,205.82330214893983,2544.6840679329084,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,3.2064602325749685,0.0,0.0,111.6462938622216,57.0,8.417898060730321,34.01748999073517,0.0,True,False,False,False,True,False,False,974,False,False,False,False,False,True,False,False,False,False,False,False,5.0,1,40.357510225282326,0.0,7.911987463266157,4.039393246341989,0,0,2883.796497747405,4
19.9522408187231,58513.26231535176,23.391625385109208,74.83608300113842,1862.7570141068493,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,2.2620361400477624,7.0,409.70758088177007,246.7443991315035,57.0,8.452499219408535,37.46332045206313,0.0,False,False,True,False,True,False,False,176,False,False,False,False,False,False,False,False,False,False,True,False,4.0,0,18.252703171009372,17.440580384083347,10.503504763357457,2.4263966015791723,0,0,1750.537618851569,0
18.0,207702.71202278807,15.058482457029664,59.534108646539366,968.1322507882086,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,9.022739050342013,10.0,130.11491115034008,244.2794859674057,45.0,-12.430058904124383,28.53137099336856,0.0,False,False,True,False,True,False,False,666,False,False,False,False,True,False,False,False,False,False,False,False,5.0,0,11.673354636576347,8.583637017701598,16.11503570095979,2.9686348965051903,0,0,896.493330648811,3
46.84404824059949,24943.27669446001,33.969970645639734,91.2116981781245,2587.869347333593,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,5.839867060584222,8.0,6.233518932503285,518.290954047803,51.0,38.59667146569232,2.176824798903853,1.0,False,False,True,True,False,False,False,360,False,False,False,False,False,False,False,False,False,True,False,False,4.0,1,22.2467556532011,0.18296226308316615,15.212544778465599,1.4969193995042953,0,1,3098.4587096498403,1
33.753179549486,60467.6771310056,44.76480854367546,57.28495975078754,2745.0067445418613,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.297983968385151,5.6,31.56369192620996,648.6457726979758,54.0,33.70924412102973,3.118735690137996,0.0,True,False,False,False,False,False,True,203,False,False,False,False,False,False,False,True,False,False,False,False,4.0,0,13.97194140263111,0.7035289562304274,14.457785372393273,1.2036159687928127,0,1,2564.3502556761587,1
18.0,36666.74430008351,37.19862187531024,42.970472476829954,1516.6304499006408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,5.688301105997127,4.0,0.0,238.3680283732428,56.0,0.2053039732528709,77.26477202891377,0.0,False,False,True,True,False,False,False,895,False,False,False,False,False,False,False,True,False,False,False,False,2.0,0,20.462129750871405,0.0,6.390799884513431,1.5013959547140563,0,1,1598.4423574690231,4
40.125160709625256,78715.17848838966,25.62311908993721,44.57860143989644,985.0425548263868,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,13.110249265287685,1.0,0.0,92.34896757792951,50.0,24.451104355613285,3.383029392483101,0.0,False,True,False,False,True,False,False,63,False,False,False,False,False,False,False,False,False,True,False,False,4.0,0,10.872829619486938,0.0,3.5901154620885807,1.9437767179470788,0,1,1142.2428135573127,0
39.02833126112198,33989.53420949681,14.242138190497975,45.30775724437271,697.9174169226075,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,9.389381983897216,5.0,0.0,0.0,0.0,-7.385638118474866,3.6974517980869246,0.0,False,False,True,True,False,False,False,212,False,False,False,False,False,False,False,True,False,False,False,False,4.0,1,11.050672498627492,0.0,0.0,0.0,0,0,645.2793397758919,1
27.36039510806029,78396.07116076823,70.20208105188283,79.42439600753812,5230.785015210573,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,5.952043073058887,4.2,428.3164895208231,43.2878349535928,55.0,-6.962751302993225,41.91885476871682,0.0,True,False,False,False,True,False,False,890,False,False,False,True,False,False,False,False,False,False,False,False,6.0,1,13.020392788121004,6.092515087920743,0.6157404490152496,0.7823381495550621,0,1,5575.75788601803,4
39.47814795547205,15501.817239342665,4.050784116865086,25.51293900800499,103.76318420611167,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,2.0,4.734137256861214,2.0,1441.2026767058803,251.8435391608484,41.0,-8.219223377335622,35.822037652117,0.0,False,True,False,False,True,False,False,27,False,True,False,False,False,False,False,False,False,False,False,False,5.0,0,5.002537060393136,347.2121498321529,60.6737262334557,9.877651751005926,0,0,103.34740810817429,0
39.37364477666324,97436.50970255016,15.134898398224628,121.90827388671272,1540.777474998549,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,17.986024204063078,4.0,56.49741984214368,0.0,0.0,-6.330160970850782,1.7116125642381623,0.0,False,False,True,False,True,False,False,135,False,False,False,False,False,False,False,False,False,False,True,False,6.0,1,19.98496293224799,3.708421176522418,0.0,0.0,0,0,1845.0693391783377,0
18.0,23894.831324340008,11.55674148547099,130.28859051631522,1736.304986051858,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,14.603552028075685,4.6,5.767750501417595,259.3787966954504,48.0,-4.706879015214716,80.11837695939167,0.0,True,False,False,False,False,True,False,291,False,False,False,False,False,False,True,False,False,False,False,False,7.0,1,18.350505706523272,0.4947995551421075,22.25139821610878,4.117788840031101,0,0,1505.7115591034424,1
63.4263877987811,15000.0,23.46589606425425,96.95138020216072,2359.780649246048,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,12.138397015848764,9.0,3.125131685949343,218.86223739314468,60.0,-2.892113446251704,22.385055837751374,0.0,False,True,False,False,True,False,False,337,False,False,False,True,False,False,False,False,False,False,False,False,7.0,1,13.655123972135314,0.13261247004690288,9.287244448350267,2.5460521355269212,0,0,2275.0510111099006,1
24.71414466441695,160059.02179006874,16.35904551982756,90.77738352226972,1356.5267348030775,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,26.506501473581864,5.0,185.8882480022627,0.0,0.0,9.458644414615163,118.4900772666306,1.0,False,False,True,True,False,False,False,577,False,False,True,False,False,False,False,False,False,False,False,False,3.0,0,29.28302694266765,11.29398711354984,0.0,0.0,0,0,1485.0313492116545,2
67.21056946379565,18209.37939755954,18.52681716916477,77.16372131502541,1438.4002169537996,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0,26.671916211131723,5.0,1.055644453747694,307.2003183227871,51.0,-8.52409028556308,12.220616255712384,1.0,True,False,False,True,False,False,False,407,False,False,False,False,False,True,False,False,False,False,False,False,5.0,0,15.130141434318709,0.05667336744439787,16.492367726212134,2.737987898674739,0,0,1429.5981568958582,2
35.39229050685828,47739.62566050643,6.728630858126945,44.72262965455472,273.2064201809276,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,3.317896740181099,3.0,56.59441908192268,228.33194507534907,58.0,7.588395247331332,46.76590894153189,0.0,False,False,True,True,False,False,False,697,False,False,False,False,False,False,False,True,False,False,False,False,3.0,0,14.426654727275716,8.287813510166254,33.43744153392108,8.49364992851716,0,0,300.92206595022014,3
37.492390398863776,60182.07741399991,14.925554375307849,30.99895940596305,544.2709959734577,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,5.210530849265476,4.0,86.40970151769862,94.70327502380694,46.0,19.74005750584645,73.64735582055096,0.0,True,False,False,False,False,False,True,211,False,False,True,False,False,False,False,False,False,False,False,False,5.0,0,6.078227334502559,5.750849476788654,6.302814036561405,3.061451101970242,0,0,462.6766541916622,1
53.83508781724216,27082.38809161771,14.329863899406153,99.66407050844448,1418.3909720647748,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.160717926490107,4.0,244.93757994322075,494.4549969190656,41.0,-3.667129691344703,23.63186724429782,0.0,False,False,True,False,False,False,True,976,False,False,True,False,False,False,False,False,False,False,False,False,5.0,0,19.54197460949892,16.974351362614094,34.26608874248734,2.8413296401005774,0,0,1428.172566046828,4
31.67022801501048,40794.87771751364,34.85955521270604,89.6029893357458,2502.435383461376,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,2.0,9.44138586152129,6.0,270.3196481416142,330.3430732581546,51.0,2.357162514358911,24.16971740595679,0.0,False,True,False,False,False,False,True,840,False,False,False,False,False,False,True,False,False,False,False,False,6.0,0,14.689014645204232,7.732353758418717,9.44929279701166,1.4588286289599033,0,1,3123.5203539729414,4
18.0,20119.15820156885,21.75269340011381,142.54179921475787,2820.9551556266338,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,4.298982117484453,4.0,0.0,290.8819722440662,57.0,5.511023080626567,6.143718941747649,0.0,False,False,True,True,False,False,False,496,False,False,False,False,False,False,False,False,False,False,True,False,6.0,1,23.367508067993096,0.0,13.311035254013644,2.608374123791218,0,0,3100.6680550192114,2
